0.000000000000000000e+00,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,3.000000000000000000e+01,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-2.545937277100413176e+00
1.001001001001001062e-01,3.113626407654308892e+01,3.111411411411411265e+01,3.113611819931947977e+01,3.113626401680351208e+01,3.964096215442316939e+00,3.958758758758758933e+00,3.964026451657644223e+00,3.964096188995564596e+00,7.113879293458083824e-04,1.346449832061517773e-03,4.685122892410402573e-06,1.759891306395343450e-05,1.918649478757377796e-09,6.671571754646268630e-09,-2.545937279098460237e+00
2.002002002002002123e-01,3.231758936600912335e+01,3.227223639863895244e+01,3.231729151606752737e+01,3.231758932063296896e+01,3.938963003546557484e+00,3.928052903315288891e+00,3.938820766121187145e+00,3.938962967524119563e+00,1.403352423862161370e-03,2.769789973006949683e-03,9.216341547716305489e-06,3.611037352782244030e-05,1.404069897528081851e-09,9.145157720194869341e-09,-2.545937281259714080e+00
3.003003003003003046e-01,3.354508835423608559e+01,3.347549951425450132e+01,3.354463395132601988e+01,3.354508830866973312e+01,3.924809198501988838e+00,3.908013233093285077e+00,3.924591439649608660e+00,3.924809206001729667e+00,2.074486710147435600e-03,4.279434886953078186e-03,1.354603408007800702e-05,5.548265950438875123e-05,1.358361378804989330e-09,-1.910854884672483647e-09,-2.545937283589744915e+00
4.004004004004004247e-01,3.481982100772815869e+01,3.472500262042986918e+01,3.481920753555967707e+01,3.481982098494848543e+01,3.921937219986060708e+00,3.898855001194218683e+00,3.921640319404074315e+00,3.921937237511504470e+00,2.723115299106358082e-03,5.885412615534948121e-03,1.761847564769109442e-05,7.570253304244568761e-05,6.542156909351854531e-10,-4.468568153913565844e-09,-2.545937286092899043e+00
5.005005005005005447e-01,3.614277665988204546e+01,3.602179714588785231e+01,3.614200414472871614e+01,3.614277668949186051e+01,3.930752391764837927e+00,3.900885434337921787e+00,3.930372134901061631e+00,3.930752407411988614e+00,3.347266734170943007e-03,7.598280036536823705e-03,2.137398464426235875e-05,9.673895119238670433e-05,-8.192457188039537023e-10,-3.980701180524750558e-09,-2.545937288772015528e+00
6.006006006006006093e-01,3.751485244686924858e+01,3.736686997662692278e+01,3.751392395265466462e+01,3.751485244648986850e+01,3.951774502980912374e+00,3.914512822126623437e+00,3.951305962936903615e+00,3.951774561181920831e+00,3.944636872873412935e-03,9.429100983920416651e-03,2.475004309023877988e-05,1.185644686090585651e-04,1.011279688335948495e-11,-1.472781617807431119e-08,-2.545937291627998977e+00
7.007007007007007848e-01,3.893682728527257808e+01,3.876112360231901022e+01,3.893574990887775300e+01,3.893682731729303015e+01,3.985651731763992345e+00,3.940257433660053543e+00,3.985088958637416301e+00,3.985651804176419066e+00,4.512532098885874837e-03,1.138942917218909584e-02,2.766985576230002438e-05,1.411997747045922803e-04,-8.223693171769654299e-10,-1.816827751015376617e-08,-2.545937294659211148e+00
8.008008008008008494e-01,4.040933196187720711e+01,4.020535267948856983e+01,4.040811751964704257e+01,4.040933203172519228e+01,4.033176841272759106e+00,3.978764567926488471e+00,4.032512747813769671e+00,4.033176929696612234e+00,5.047826145234831155e-03,1.349116973732786447e-02,3.005350920698862557e-05,1.646576594890554804e-04,-1.728511256741531138e-09,-2.192412001963116995e-08,-2.545937297860582760e+00
9.009009009009009139e-01,4.193281291677057254e+01,4.170021637256409264e+01,4.193147907829482079e+01,4.193281303907254198e+01,4.095306881925595555e+00,4.030820101435899971e+00,4.094532948978614861e+00,4.095306985163799318e+00,5.546886269426858432e-03,1.574650748990370774e-02,3.180894347343660156e-05,1.889804523310334656e-04,-2.916617344118784090e-09,-2.520890539832387787e-08,-2.545937301222364280e+00
1.001001001001001089e+00,4.350748977990027555e+01,4.324620571929101942e+01,4.350606133733050029e+01,4.350748996534365176e+01,4.173186411098272153e+00,4.097368963474758097e+00,4.172292378289414572e+00,4.173186531320482118e+00,6.005496109544912128e-03,1.816775963371377797e-02,3.283210723030895574e-05,2.142326560059643580e-04,-4.262332236326496436e-09,-2.880825300429215437e-08,-2.545937304728404627e+00
1.101101101101101154e+00,4.513330511528383227e+01,4.484360513252849501e+01,4.513181543551813490e+01,4.513330528342239489e+01,4.268175057758087476e+00,4.179537047368338420e+00,4.267148588098526929e+00,4.268175246985439486e+00,6.418762862931435241e-03,2.076719187715493631e-02,3.300621928512163859e-05,2.404938048861831918e-04,-3.725376685774562651e-09,-4.433448709324348940e-08,-2.545937308353813933e+00
